quantity,Date,Region
502,2020-11-27,east
554,2020-11-27,west
590,2020-11-27,north
514,2020-11-27,south
591,2020-11-27,east
530,2020-11-27,west
520,2020-11-27,north
532,2020-11-27,south
595,2020-11-27,east
540,2020-11-27,west
593,2020-11-27,north
563,2020-11-27,south
592,2020-11-27,east
597,2020-11-27,west
560,2020-11-27,north
582,2020-11-27,south
583,2020-11-27,east
502,2020-11-27,west
582,2020-11-28,north
533,2020-11-28,south
573,2020-11-28,east
598,2020-11-28,west
552,2020-11-28,north
515,2020-11-28,south
541,2020-11-28,east
559,2020-11-28,west
573,2020-11-28,north
563,2020-11-28,south
506,2020-11-28,east
569,2020-11-28,west
540,2020-11-28,north
558,2020-11-28,south
561,2020-11-28,east
516,2020-11-28,west
529,2020-11-28,north
502,2020-11-28,south
549,2020-11-28,east
525,2020-11-28,west
529,2020-11-28,north
574,2020-11-28,south
503,2020-11-28,east
574,2020-11-28,west
527,2020-11-28,north
561,2020-11-28,south
582,2020-11-28,east
543,2020-11-28,west
586,2020-11-29,north
519,2020-11-29,south
549,2020-11-29,east
580,2020-11-29,west
540,2020-11-29,north
571,2020-11-29,south
594,2020-11-29,east
545,2020-11-29,west
521,2020-11-29,north
576,2020-11-29,south
584,2020-11-29,east
534,2020-11-29,west
570,2020-11-29,north
531,2020-11-29,south
562,2020-11-29,east
556,2020-11-29,west
537,2020-11-29,north
555,2020-11-29,south
590,2020-11-29,east
523,2020-11-29,west
576,2020-11-29,north
593,2020-11-29,south
567,2020-11-29,east
596,2020-11-29,west
571,2020-11-29,north
590,2020-11-29,south
575,2020-11-29,east
589,2020-11-29,west
545,2020-11-30,north
528,2020-11-30,south
538,2020-11-30,east
583,2020-11-30,west
555,2020-11-30,north
536,2020-11-30,south
502,2020-11-30,east
553,2020-11-30,west
568,2020-11-30,north
504,2020-11-30,south
574,2020-11-30,east
581,2020-11-30,west
558,2020-11-30,north
562,2020-11-30,south
556,2020-11-30,east
564,2020-11-30,west
550,2020-11-30,north
515,2020-11-30,south
536,2020-11-30,east
524,2020-11-30,west
547,2020-11-30,north
577,2020-11-30,south
509,2020-11-30,east
591,2020-11-30,west
533,2020-11-30,north
552,2020-11-30,south
589,2020-11-30,east
588,2020-11-30,west
529,2020-12-01,north
573,2020-12-01,south
540,2020-12-01,east
552,2020-12-01,west
525,2020-12-01,north
567,2020-12-01,south
509,2020-12-01,east
589,2020-12-01,west
519,2020-12-01,north
534,2020-12-01,south
557,2020-12-01,east
522,2020-12-01,west
548,2020-12-01,north
577,2020-12-01,south
514,2020-12-01,east
597,2020-12-01,west
518,2020-12-01,north
566,2020-12-01,south
536,2020-12-01,east
503,2020-12-01,west
531,2020-12-01,north
558,2020-12-01,south
529,2020-12-01,east
596,2020-12-01,west
525,2020-12-01,north
589,2020-12-01,south
565,2020-12-01,east
584,2020-12-01,west
518,2020-12-02,north
585,2020-12-02,south
579,2020-12-02,east
516,2020-12-02,west
519,2020-12-02,north
596,2020-12-02,south
553,2020-12-02,east
503,2020-12-02,west
503,2020-12-02,north
561,2020-12-02,south
589,2020-12-02,east
549,2020-12-02,west
514,2020-12-02,north
528,2020-12-02,south
586,2020-12-02,east
505,2020-12-02,west
515,2020-12-02,north
559,2020-12-02,south
573,2020-12-02,east
587,2020-12-02,west
593,2020-12-02,north
579,2020-12-02,south
511,2020-12-02,east
536,2020-12-02,west
522,2020-12-02,north
595,2020-12-02,south
576,2020-12-02,east
564,2020-12-02,west
524,2020-12-03,north
520,2020-12-03,south
582,2020-12-03,east
596,2020-12-03,west
586,2020-12-03,north
567,2020-12-03,south
531,2020-12-03,east
523,2020-12-03,west
565,2020-12-03,north
520,2020-12-03,south
600,2020-12-03,east
532,2020-12-03,west
546,2020-12-03,north
506,2020-12-03,south
502,2020-12-03,east
531,2020-12-03,west
574,2020-12-03,north
504,2020-12-03,south
597,2020-12-03,east
557,2020-12-03,west
503,2020-12-03,north
584,2020-12-03,south
577,2020-12-03,east
589,2020-12-03,west
576,2020-12-03,north
522,2020-12-03,south
542,2020-12-03,east
600,2020-12-03,west
546,2020-12-04,north
542,2020-12-04,south
506,2020-12-04,east
591,2020-12-04,west
548,2020-12-04,north
563,2020-12-04,south
578,2020-12-04,east
558,2020-12-04,west
536,2020-12-04,north
526,2020-12-04,south
507,2020-12-04,east
586,2020-12-04,west
556,2020-12-04,north
596,2020-12-04,south
543,2020-12-04,east
557,2020-12-04,west
544,2020-12-04,north
582,2020-12-04,south
553,2020-12-04,east
509,2020-12-04,west
503,2020-12-04,north
592,2020-12-04,south
563,2020-12-04,east
553,2020-12-04,west
544,2020-12-04,north
564,2020-12-04,south
596,2020-12-04,east
562,2020-12-04,west
569,2020-12-05,north
538,2020-12-05,south
574,2020-12-05,east
508,2020-12-05,west
510,2020-12-05,north
557,2020-12-05,south
588,2020-12-05,east
502,2020-12-05,west
500,2020-12-05,north
517,2020-12-05,south
595,2020-12-05,east
523,2020-12-05,west
557,2020-12-05,north
589,2020-12-05,south
529,2020-12-05,east
597,2020-12-05,west
558,2020-12-05,north
585,2020-12-05,south
542,2020-12-05,east
563,2020-12-05,west
573,2020-12-05,north
541,2020-12-05,south
549,2020-12-05,east
566,2020-12-05,west
562,2020-12-05,north
598,2020-12-05,south
515,2020-12-05,east
513,2020-12-05,west
520,2020-12-06,north
539,2020-12-06,south
522,2020-12-06,east
505,2020-12-06,west
552,2020-12-06,north
522,2020-12-06,south
594,2020-12-06,east
537,2020-12-06,west
569,2020-12-06,north
561,2020-12-06,south
556,2020-12-06,east
532,2020-12-06,west
532,2020-12-06,north
578,2020-12-06,south
509,2020-12-06,east
586,2020-12-06,west
545,2020-12-06,north
527,2020-12-06,south
545,2020-12-06,east
533,2020-12-06,west
571,2020-12-06,north
544,2020-12-06,south
568,2020-12-06,east
566,2020-12-06,west
550,2020-12-06,north
582,2020-12-06,south
531,2020-12-06,east
529,2020-12-06,west
503,2020-12-07,north
515,2020-12-07,south
532,2020-12-07,east
557,2020-12-07,west
507,2020-12-07,north
585,2020-12-07,south
556,2020-12-07,east
584,2020-12-07,west
505,2020-12-07,north
576,2020-12-07,south
555,2020-12-07,east
520,2020-12-07,west
509,2020-12-07,north
555,2020-12-07,south
506,2020-12-07,east
582,2020-12-07,west
570,2020-12-07,north
528,2020-12-07,south
596,2020-12-07,east
579,2020-12-07,west
543,2020-12-07,north
569,2020-12-07,south
505,2020-12-07,east
578,2020-12-07,west
544,2020-12-07,north
506,2020-12-07,south
504,2020-12-07,east
535,2020-12-07,west
562,2020-12-08,north
595,2020-12-08,south
600,2020-12-08,east
530,2020-12-08,west
507,2020-12-08,north
525,2020-12-08,south
528,2020-12-08,east
552,2020-12-08,west
592,2020-12-08,north
553,2020-12-08,south
571,2020-12-08,east
503,2020-12-08,west
551,2020-12-08,north
576,2020-12-08,south
597,2020-12-08,east
531,2020-12-08,west
575,2020-12-08,north
541,2020-12-08,south
599,2020-12-08,east
533,2020-12-08,west
600,2020-12-08,north
509,2020-12-08,south
576,2020-12-08,east
574,2020-12-08,west
542,2020-12-08,north
554,2020-12-08,south
525,2020-12-08,east
597,2020-12-08,west
596,2020-12-09,north
596,2020-12-09,south
528,2020-12-09,east
555,2020-12-09,west
572,2020-12-09,north
525,2020-12-09,south
569,2020-12-09,east
551,2020-12-09,west
520,2020-12-09,north
500,2020-12-09,south
555,2020-12-09,east
524,2020-12-09,west
549,2020-12-09,north
500,2020-12-09,south
531,2020-12-09,east
519,2020-12-09,west
534,2020-12-09,north
599,2020-12-09,south
540,2020-12-09,east
593,2020-12-09,west
510,2020-12-09,north
554,2020-12-09,south
534,2020-12-09,east
590,2020-12-09,west
544,2020-12-09,north
519,2020-12-09,south
575,2020-12-09,east
559,2020-12-09,west
540,2020-12-10,north
575,2020-12-10,south
523,2020-12-10,east
511,2020-12-10,west
513,2020-12-10,north
540,2020-12-10,south
563,2020-12-10,east
581,2020-12-10,west
518,2020-12-10,north
523,2020-12-10,south
505,2020-12-10,east
598,2020-12-10,west
536,2020-12-10,north
600,2020-12-10,south
586,2020-12-10,east
502,2020-12-10,west
517,2020-12-10,north
557,2020-12-10,south
578,2020-12-10,east
554,2020-12-10,west
541,2020-12-10,north
500,2020-12-10,south
504,2020-12-10,east
515,2020-12-10,west
522,2020-12-10,north
553,2020-12-10,south
504,2020-12-10,east
538,2020-12-10,west
501,2020-12-11,north
571,2020-12-11,south
550,2020-12-11,east
592,2020-12-11,west
580,2020-12-11,north
513,2020-12-11,south
559,2020-12-11,east
516,2020-12-11,west
568,2020-12-11,north
556,2020-12-11,south
594,2020-12-11,east
530,2020-12-11,west
575,2020-12-11,north
557,2020-12-11,south
547,2020-12-11,east
545,2020-12-11,west
543,2020-12-11,north
583,2020-12-11,south
556,2020-12-11,east
574,2020-12-11,west
582,2020-12-11,north
561,2020-12-11,south
539,2020-12-11,east
555,2020-12-11,west
579,2020-12-11,north
583,2020-12-11,south
599,2020-12-11,east
526,2020-12-11,west
543,2020-12-12,north
554,2020-12-12,south
541,2020-12-12,east
530,2020-12-12,west
552,2020-12-12,north
547,2020-12-12,south
597,2020-12-12,east
521,2020-12-12,west
534,2020-12-12,north
512,2020-12-12,south
514,2020-12-12,east
573,2020-12-12,west
530,2020-12-12,north
592,2020-12-12,south
564,2020-12-12,east
523,2020-12-12,west
578,2020-12-12,north
549,2020-12-12,south
588,2020-12-12,east
520,2020-12-12,west
503,2020-12-12,north
568,2020-12-12,south
536,2020-12-12,east
572,2020-12-12,west
578,2020-12-12,north
572,2020-12-12,south
594,2020-12-12,east
599,2020-12-12,west
550,2020-12-13,north
549,2020-12-13,south
561,2020-12-13,east
510,2020-12-13,west
533,2020-12-13,north
502,2020-12-13,south
516,2020-12-13,east
592,2020-12-13,west
574,2020-12-13,north
520,2020-12-13,south
577,2020-12-13,east
591,2020-12-13,west
513,2020-12-13,north
549,2020-12-13,south
547,2020-12-13,east
595,2020-12-13,west
562,2020-12-13,north
550,2020-12-13,south
597,2020-12-13,east
519,2020-12-13,west
502,2020-12-13,north
560,2020-12-13,south
510,2020-12-13,east
548,2020-12-13,west
559,2020-12-13,north
500,2020-12-13,south
586,2020-12-13,east
526,2020-12-13,west
582,2020-12-14,north
517,2020-12-14,south
516,2020-12-14,east
589,2020-12-14,west
515,2020-12-14,north
563,2020-12-14,south
551,2020-12-14,east
531,2020-12-14,west
572,2020-12-14,north
595,2020-12-14,south
551,2020-12-14,east
509,2020-12-14,west
548,2020-12-14,north
556,2020-12-14,south
542,2020-12-14,east
540,2020-12-14,west
584,2020-12-14,north
581,2020-12-14,south
540,2020-12-14,east
563,2020-12-14,west
520,2020-12-14,north
503,2020-12-14,south
502,2020-12-14,east
540,2020-12-14,west
510,2020-12-14,north
522,2020-12-14,south
554,2020-12-14,east
548,2020-12-14,west
595,2020-12-15,north
578,2020-12-15,south
526,2020-12-15,east
532,2020-12-15,west
508,2020-12-15,north
549,2020-12-15,south
550,2020-12-15,east
523,2020-12-15,west
561,2020-12-15,north
526,2020-12-15,south
599,2020-12-15,east
560,2020-12-15,west
568,2020-12-15,north
515,2020-12-15,south
590,2020-12-15,east
511,2020-12-15,west
547,2020-12-15,north
524,2020-12-15,south
510,2020-12-15,east
543,2020-12-15,west
502,2020-12-15,north
515,2020-12-15,south
533,2020-12-15,east
586,2020-12-15,west
544,2020-12-15,north
509,2020-12-15,south
560,2020-12-15,east
555,2020-12-15,west
593,2020-12-16,north
590,2020-12-16,south
527,2020-12-16,east
538,2020-12-16,west
556,2020-12-16,north
587,2020-12-16,south
596,2020-12-16,east
513,2020-12-16,west
504,2020-12-16,north
502,2020-12-16,south
514,2020-12-16,east
567,2020-12-16,west
534,2020-12-16,north
595,2020-12-16,south
590,2020-12-16,east
557,2020-12-16,west
562,2020-12-16,north
548,2020-12-16,south
545,2020-12-16,east
504,2020-12-16,west
527,2020-12-16,north
578,2020-12-16,south
570,2020-12-16,east
584,2020-12-16,west
508,2020-12-16,north
532,2020-12-16,south
594,2020-12-16,east
525,2020-12-16,west
502,2020-12-17,north
511,2020-12-17,south
559,2020-12-17,east
579,2020-12-17,west
501,2020-12-17,north
583,2020-12-17,south
577,2020-12-17,east
585,2020-12-17,west
574,2020-12-17,north
517,2020-12-17,south
514,2020-12-17,east
501,2020-12-17,west
510,2020-12-17,north
538,2020-12-17,south
569,2020-12-17,east
565,2020-12-17,west
565,2020-12-17,north
523,2020-12-17,south
549,2020-12-17,east
568,2020-12-17,west
522,2020-12-17,north
509,2020-12-17,south
573,2020-12-17,east
542,2020-12-17,west
577,2020-12-17,north
575,2020-12-17,south
525,2020-12-17,east
578,2020-12-17,west
545,2020-12-18,north
600,2020-12-18,south
598,2020-12-18,east
551,2020-12-18,west
549,2020-12-18,north
588,2020-12-18,south
575,2020-12-18,east
524,2020-12-18,west
596,2020-12-18,north
589,2020-12-18,south
571,2020-12-18,east
599,2020-12-18,west
549,2020-12-18,north
590,2020-12-18,south
575,2020-12-18,east
529,2020-12-18,west
508,2020-12-18,north
544,2020-12-18,south
552,2020-12-18,east
551,2020-12-18,west
563,2020-12-18,north
508,2020-12-18,south
540,2020-12-18,east
570,2020-12-18,west
534,2020-12-18,north
549,2020-12-18,south
551,2020-12-18,east
566,2020-12-18,west
573,2020-12-19,north
558,2020-12-19,south
525,2020-12-19,east
550,2020-12-19,west
532,2020-12-19,north
503,2020-12-19,south
510,2020-12-19,east
589,2020-12-19,west
504,2020-12-19,north
571,2020-12-19,south
583,2020-12-19,east
559,2020-12-19,west
577,2020-12-19,north
556,2020-12-19,south
594,2020-12-19,east
521,2020-12-19,west
500,2020-12-19,north
544,2020-12-19,south
546,2020-12-19,east
520,2020-12-19,west
547,2020-12-19,north
548,2020-12-19,south
558,2020-12-19,east
571,2020-12-19,west
562,2020-12-19,north
553,2020-12-19,south
512,2020-12-19,east
572,2020-12-19,west
569,2020-12-20,north
564,2020-12-20,south
538,2020-12-20,east
521,2020-12-20,west
592,2020-12-20,north
548,2020-12-20,south
600,2020-12-20,east
558,2020-12-20,west
565,2020-12-20,north
587,2020-12-20,south
538,2020-12-20,east
504,2020-12-20,west
550,2020-12-20,north
546,2020-12-20,south
514,2020-12-20,east
508,2020-12-20,west
510,2020-12-20,north
581,2020-12-20,south
544,2020-12-20,east
554,2020-12-20,west
581,2020-12-20,north
512,2020-12-20,south
597,2020-12-20,east
501,2020-12-20,west
503,2020-12-20,north
582,2020-12-20,south
540,2020-12-20,east
577,2020-12-20,west
525,2020-12-21,north
502,2020-12-21,south
533,2020-12-21,east
562,2020-12-21,west
570,2020-12-21,north
568,2020-12-21,south
502,2020-12-21,east
544,2020-12-21,west
513,2020-12-21,north
594,2020-12-21,south
596,2020-12-21,east
564,2020-12-21,west
519,2020-12-21,north
577,2020-12-21,south
584,2020-12-21,east
546,2020-12-21,west
538,2020-12-21,north
592,2020-12-21,south
557,2020-12-21,east
532,2020-12-21,west
558,2020-12-21,north
521,2020-12-21,south
554,2020-12-21,east
596,2020-12-21,west
590,2020-12-21,north
575,2020-12-21,south
540,2020-12-21,east
517,2020-12-21,west
506,2020-12-22,north
559,2020-12-22,south
574,2020-12-22,east
522,2020-12-22,west
576,2020-12-22,north
588,2020-12-22,south
576,2020-12-22,east
569,2020-12-22,west
591,2020-12-22,north
542,2020-12-22,south
550,2020-12-22,east
577,2020-12-22,west
575,2020-12-22,north
529,2020-12-22,south
547,2020-12-22,east
572,2020-12-22,west
568,2020-12-22,north
520,2020-12-22,south
578,2020-12-22,east
584,2020-12-22,west
578,2020-12-22,north
528,2020-12-22,south
511,2020-12-22,east
573,2020-12-22,west
531,2020-12-22,north
509,2020-12-22,south
549,2020-12-22,east
580,2020-12-22,west
559,2020-12-23,north
514,2020-12-23,south
595,2020-12-23,east
557,2020-12-23,west
555,2020-12-23,north
544,2020-12-23,south
553,2020-12-23,east
598,2020-12-23,west
559,2020-12-23,north
570,2020-12-23,south
532,2020-12-23,east
587,2020-12-23,west
567,2020-12-23,north
500,2020-12-23,south
597,2020-12-23,east
551,2020-12-23,west
567,2020-12-23,north
534,2020-12-23,south
596,2020-12-23,east
512,2020-12-23,west
502,2020-12-23,north
511,2020-12-23,south
505,2020-12-23,east
533,2020-12-23,west
510,2020-12-23,north
600,2020-12-23,south
502,2020-12-23,east
528,2020-12-23,west
575,2020-12-24,north
502,2020-12-24,south
521,2020-12-24,east
556,2020-12-24,west
561,2020-12-24,north
523,2020-12-24,south
569,2020-12-24,east
599,2020-12-24,west
547,2020-12-24,north
545,2020-12-24,south
512,2020-12-24,east
587,2020-12-24,west
516,2020-12-24,north
530,2020-12-24,south
566,2020-12-24,east
563,2020-12-24,west
521,2020-12-24,north
528,2020-12-24,south
551,2020-12-24,east
502,2020-12-24,west
529,2020-12-24,north
576,2020-12-24,south
560,2020-12-24,east
549,2020-12-24,west
539,2020-12-24,north
587,2020-12-24,south
518,2020-12-24,east
548,2020-12-24,west
594,2020-12-25,north
519,2020-12-25,south
599,2020-12-25,east
521,2020-12-25,west
558,2020-12-25,north
537,2020-12-25,south
556,2020-12-25,east
570,2020-12-25,west
513,2020-12-25,north
582,2020-12-25,south
524,2020-12-25,east
560,2020-12-25,west
540,2020-12-25,north
565,2020-12-25,south
522,2020-12-25,east
525,2020-12-25,west
566,2020-12-25,north
516,2020-12-25,south
516,2020-12-25,east
512,2020-12-25,west
564,2020-12-25,north
560,2020-12-25,south
563,2020-12-25,east
571,2020-12-25,west
572,2020-12-25,north
541,2020-12-25,south
591,2020-12-25,east
566,2020-12-25,west
518,2020-12-26,north
550,2020-12-26,south
566,2020-12-26,east
579,2020-12-26,west
576,2020-12-26,north
536,2020-12-26,south
550,2020-12-26,east
576,2020-12-26,west
595,2020-12-26,north
525,2020-12-26,south
512,2020-12-26,east
509,2020-12-26,west
531,2020-12-26,north
559,2020-12-26,south
515,2020-12-26,east
525,2020-12-26,west
529,2020-12-26,north
599,2020-12-26,south
589,2020-12-26,east
500,2020-12-26,west
545,2020-12-26,north
513,2020-12-26,south
589,2020-12-26,east
522,2020-12-26,west
543,2020-12-26,north
534,2020-12-26,south
532,2020-12-26,east
557,2020-12-26,west
590,2020-12-27,north
578,2020-12-27,south
590,2020-12-27,east
508,2020-12-27,west
586,2020-12-27,north
551,2020-12-27,south
515,2020-12-27,east
539,2020-12-27,west
542,2020-12-27,north
523,2020-12-27,south
528,2020-12-27,east
584,2020-12-27,west
508,2020-12-27,north
522,2020-12-27,south
537,2020-12-27,east
580,2020-12-27,west
528,2020-12-27,north
549,2020-12-27,south
592,2020-12-27,east
513,2020-12-27,west
543,2020-12-27,north
519,2020-12-27,south
571,2020-12-27,east
579,2020-12-27,west
572,2020-12-27,north
511,2020-12-27,south
571,2020-12-27,east
520,2020-12-27,west
575,2020-12-28,north
512,2020-12-28,south
586,2020-12-28,east
561,2020-12-28,west
526,2020-12-28,north
545,2020-12-28,south
532,2020-12-28,east
542,2020-12-28,west
590,2020-12-28,north
575,2020-12-28,south
510,2020-12-28,east
552,2020-12-28,west
502,2020-12-28,north
592,2020-12-28,south
572,2020-12-28,east
552,2020-12-28,west
529,2020-12-28,north
577,2020-12-28,south
524,2020-12-28,east
577,2020-12-28,west
558,2020-12-28,north
572,2020-12-28,south
583,2020-12-28,east
554,2020-12-28,west
523,2020-12-28,north
565,2020-12-28,south
529,2020-12-28,east
556,2020-12-28,west
506,2020-12-29,north
559,2020-12-29,south
538,2020-12-29,east
589,2020-12-29,west
538,2020-12-29,north
537,2020-12-29,south
525,2020-12-29,east
504,2020-12-29,west
504,2020-12-29,north
546,2020-12-29,south
508,2020-12-29,east
568,2020-12-29,west
527,2020-12-29,north
520,2020-12-29,south
512,2020-12-29,east
545,2020-12-29,west
532,2020-12-29,north
589,2020-12-29,south
537,2020-12-29,east
502,2020-12-29,west
595,2020-12-29,north
547,2020-12-29,south
584,2020-12-29,east
517,2020-12-29,west
519,2020-12-29,north
538,2020-12-29,south
579,2020-12-29,east
511,2020-12-29,west
508,2020-12-30,north
510,2020-12-30,south
528,2020-12-30,east
597,2020-12-30,west
535,2020-12-30,north
598,2020-12-30,south
532,2020-12-30,east
595,2020-12-30,west
556,2020-12-30,north
511,2020-12-30,south
521,2020-12-30,east
